Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
958,Harvard University,1.49,Masters,Philadelphia,M,N/A,0,1.0,1,Hardware Engineer,12/18,10/21,Software Tester,06/18,01/21,Software Engineer,08/14,12/17
959,Bryant University,1.13,Bachelors,Providence,F,0.0,0,0.0,0,Research Scientist,02/20,02/23,Software Tester,08/17,09/20,Machine Learning Engineer,07/14,12/18
960,Harvard University,1.59,Masters,Chicago,F,0.0,0,0.0,1,Quantitative Analyst,07/19,11/23,Quantitative Analyst,05/18,03/19,Data Scientist,01/16,04/17
961,MIT,3.77,Bachelors,Las Vegas,M,N/A,0,1.0,1,Research Scientist,06/20,06/22,Hardware Engineer,01/18,12/20,Software Tester,11/15,02/17
962,UCSB,2.35,PhD,Los Angeles,N/A,N/A,0,N/A,4,Data Analyst,07/19,01/21,Data Scientist,08/17,11/19,Software Tester,01/15,07/19
963,MIT,3.9,PhD,Chicago,F,1.0,0,0.0,3,Data Analyst,08/19,11/22,Machine Learning Engineer,11/18,05/20,Machine Learning Engineer,02/14,11/19
964,MIT,2.84,Masters,Miami,N/A,N/A,0,1.0,1,Machine Learning Engineer,06/20,05/22,Research Scientist,02/17,11/21,Machine Learning Engineer,12/13,09/18
965,Columbia University,3.91,Bachelors,Philadelphia,M,1.0,0,1.0,2,Quantitative Analyst,04/19,03/23,Quantitative Analyst,07/18,02/21,Quantitative Analyst,05/14,04/18
966,UCSB,3.84,Masters,Boston,F,1.0,0,N/A,3,Data Analyst,06/19,03/22,Quantitative Analyst,04/18,11/19,Quantitative Analyst,06/14,06/17
967,UC Berkeley,3.68,PhD,San Francisco,M,0.0,0,N/A,2,Research Scientist,06/20,04/22,Software Engineer,02/18,11/21,Software Tester,01/15,11/18
968,Providence College,3.42,Bachelors,New York,M,0.0,0,N/A,3,Software Engineer,05/19,07/21,Quantitative Analyst,01/17,12/19,Software Tester,10/15,02/19
969,UCLA,1.86,Bachelors,Boston,F,0.0,0,0.0,3,Software Engineer,04/20,10/22,Data Scientist,01/17,06/19,Machine Learning Engineer,04/16,07/18
970,Providence State University,3.7,Bachelors,New York,F,1.0,0,1.0,0,Software Tester,11/19,07/22,Software Tester,01/18,08/19,Machine Learning Engineer,06/16,12/17
971,Brown University,3.38,PhD,Las Vegas,N/A,0.0,0,0.0,2,Software Tester,02/19,11/21,Data Scientist,10/18,07/21,Data Scientist,10/16,07/17
972,Boston University,2.42,Bachelors,Las Vegas,F,0.0,0,0.0,3,Data Analyst,07/19,01/22,Data Analyst,10/17,07/19,Quantitative Analyst,06/16,08/18
973,Harvard University,1.68,Bachelors,Boston,M,1.0,1,N/A,1,Quantitative Analyst,09/20,07/21,Quantitative Analyst,06/17,10/21,Software Tester,01/16,05/17
974,Bryant University,1.53,PhD,New York,N/A,0.0,0,1.0,3,Software Tester,03/19,09/23,Software Engineer,05/18,05/21,Machine Learning Engineer,04/14,05/18
975,UCSB,1.79,Masters,Miami,F,0.0,0,N/A,3,Research Scientist,02/19,01/23,Hardware Engineer,04/18,03/19,Data Scientist,01/16,09/18
976,Boston College,2.78,Masters,San Francisco,N/A,1.0,0,1.0,1,Research Scientist,12/19,04/21,Data Scientist,08/18,05/20,Research Scientist,10/14,08/18
977,UC Berkeley,3.49,Masters,New York,N/A,0.0,0,0.0,3,Data Analyst,01/20,10/21,Data Scientist,03/17,08/20,Quantitative Analyst,08/16,06/17
978,State Providence College,3.3,PhD,Las Vegas,N/A,0.0,0,0.0,1,Data Scientist,10/19,01/23,Software Engineer,08/18,07/20,Software Engineer,05/16,11/19
979,State Providence College,1.24,Masters,Chicago,N/A,N/A,0,1.0,0,Software Tester,12/18,06/21,Data Analyst,11/17,08/19,Quantitative Analyst,08/15,04/17
980,UCLA,3.3,Bachelors,Los Angeles,N/A,0.0,0,0.0,1,Hardware Engineer,04/20,05/21,Quantitative Analyst,06/18,05/19,Hardware Engineer,11/16,05/17
981,University of Rhode Island,1.03,Masters,Philadelphia,N/A,1.0,0,0.0,1,Research Scientist,10/19,11/21,Hardware Engineer,08/17,06/20,Software Tester,06/14,10/17
982,UCSB,2.11,Bachelors,San Francisco,M,0.0,0,1.0,3,Quantitative Analyst,07/20,12/22,Software Tester,07/18,10/21,Hardware Engineer,09/16,01/18
983,MIT,2.6,Bachelors,Boston,M,0.0,0,0.0,3,Machine Learning Engineer,07/20,09/22,Software Engineer,05/17,09/19,Software Tester,09/16,02/19
984,Providence School,1.97,PhD,San Francisco,M,N/A,0,N/A,0,Quantitative Analyst,01/19,10/22,Quantitative Analyst,08/18,01/21,Data Scientist,12/15,04/17
985,Northeastern University,3.98,PhD,New York,N/A,0.0,0,0.0,4,Software Tester,01/20,02/22,Software Engineer,03/17,11/19,Software Tester,06/16,04/18
986,Providence University,2.58,PhD,Washington,N/A,1.0,0,N/A,1,Software Engineer,09/19,12/22,Software Tester,02/18,06/20,Hardware Engineer,08/16,08/19
987,Harvard University,2.82,Bachelors,Los Angeles,F,N/A,1,N/A,0,Hardware Engineer,09/19,10/22,Research Scientist,11/18,05/19,Machine Learning Engineer,12/15,05/18
988,University of Rhode Island,3.03,Masters,Providence,M,0.0,1,1.0,2,Software Tester,08/19,04/21,Machine Learning Engineer,02/18,02/19,Quantitative Analyst,04/16,09/18
989,UC Berkeley,1.11,PhD,Providence,N/A,N/A,0,0.0,3,Hardware Engineer,11/20,10/22,Machine Learning Engineer,07/18,06/20,Research Scientist,07/16,12/18
990,Providence State University,2.44,Bachelors,Philadelphia,M,0.0,0,1.0,3,Quantitative Analyst,11/20,03/23,Hardware Engineer,10/17,06/21,Software Tester,02/14,06/19
991,Harvard University,2.38,PhD,Boston,M,0.0,0,1.0,4,Quantitative Analyst,06/19,09/22,Machine Learning Engineer,08/18,04/20,Software Tester,08/15,01/18
992,UC Berkeley,1.47,Bachelors,Chicago,N/A,0.0,0,N/A,4,Machine Learning Engineer,11/19,05/23,Quantitative Analyst,08/18,05/20,Machine Learning Engineer,07/15,11/19
993,University of Rhode Island,1.95,PhD,Los Angeles,F,0.0,0,1.0,3,Data Analyst,08/19,05/22,Hardware Engineer,06/17,01/21,Research Scientist,10/15,01/19
994,Harvard University,1.26,Masters,Los Angeles,M,N/A,0,1.0,1,Data Analyst,01/20,09/21,Software Tester,12/17,03/21,Machine Learning Engineer,10/16,02/19
995,Bryant University,2.76,PhD,Miami,N/A,1.0,0,1.0,3,Data Scientist,09/19,02/23,Quantitative Analyst,01/18,06/21,Hardware Engineer,09/14,11/17
996,Bryant University,2.56,Masters,Philadelphia,N/A,0.0,0,N/A,4,Data Analyst,10/19,10/23,Quantitative Analyst,10/18,09/21,Software Engineer,02/15,11/18
997,UC Berkeley,3.5,Bachelors,Miami,F,0.0,0,0.0,2,Data Scientist,10/20,10/23,Software Tester,03/18,08/20,Machine Learning Engineer,03/16,12/17
998,Providence University,2.02,Masters,Miami,N/A,0.0,1,N/A,3,Software Tester,07/19,12/21,Software Tester,02/17,12/19,Hardware Engineer,01/15,05/18
999,Providence University,2.48,Masters,Philadelphia,F,0.0,0,N/A,2,Quantitative Analyst,02/19,07/22,Software Engineer,03/18,01/20,Research Scientist,07/14,01/19
1000,Northeastern University,3.62,PhD,Washington,F,0.0,0,N/A,0,Research Scientist,10/20,09/22,Hardware Engineer,11/18,01/21,Software Tester,08/16,03/18
1001,Providence College,3.02,PhD,San Francisco,F,0.0,0,0.0,4,Hardware Engineer,02/20,10/23,Data Scientist,09/17,03/21,Software Tester,05/14,08/18
1002,Columbia University,1.46,Bachelors,Las Vegas,F,N/A,0,N/A,3,Hardware Engineer,06/20,10/21,Data Analyst,03/17,09/21,Data Analyst,08/14,11/17
1003,State Providence College,3.01,PhD,Miami,M,1.0,0,N/A,0,Quantitative Analyst,12/18,11/23,Quantitative Analyst,04/17,03/19,Software Tester,05/16,05/17
1004,University of Rhode Island,3.54,Bachelors,New York,M,1.0,0,N/A,4,Software Tester,12/18,02/21,Hardware Engineer,12/16,04/20,Data Analyst,07/16,06/19
1005,Northeastern University,3.81,PhD,New York,F,N/A,0,N/A,0,Software Tester,09/19,04/23,Machine Learning Engineer,02/17,05/21,Software Engineer,07/16,02/17
1006,Providence University,1.68,Bachelors,Philadelphia,M,0.0,1,1.0,2,Data Scientist,01/19,12/21,Data Scientist,07/18,03/19,Quantitative Analyst,09/14,04/17
1007,Providence School,3.21,Bachelors,Chicago,F,0.0,0,0.0,0,Data Analyst,03/20,12/22,Research Scientist,08/18,12/19,Data Analyst,08/16,05/19
1008,UCSB,1.15,Masters,Los Angeles,M,N/A,0,0.0,3,Data Scientist,09/19,07/22,Hardware Engineer,06/18,01/20,Machine Learning Engineer,01/14,01/17
1009,Providence University,2.15,Masters,San Francisco,M,N/A,1,1.0,1,Software Engineer,07/19,11/21,Hardware Engineer,10/18,10/21,Software Engineer,12/14,02/19
1010,Columbia University,2.56,PhD,Las Vegas,N/A,0.0,0,1.0,4,Machine Learning Engineer,04/20,04/21,Data Analyst,10/17,04/21,Software Engineer,12/15,05/17
1011,Northeastern University,3.11,Bachelors,Los Angeles,F,1.0,0,N/A,3,Data Analyst,04/20,05/23,Hardware Engineer,04/18,07/21,Software Engineer,08/15,10/18
1012,State Providence College,1.45,Bachelors,Chicago,M,N/A,0,0.0,0,Software Tester,06/19,08/21,Data Scientist,04/18,09/19,Software Engineer,12/15,07/18
1013,State Providence College,2.38,PhD,Chicago,M,0.0,0,N/A,1,Software Tester,12/19,03/21,Data Analyst,11/18,12/19,Hardware Engineer,11/16,08/18
1014,Boston College,1.56,Masters,Philadelphia,N/A,1.0,0,0.0,1,Software Tester,11/19,10/21,Data Analyst,02/18,06/20,Data Analyst,05/15,04/19
1015,Boston College,3.73,PhD,New York,N/A,0.0,0,N/A,2,Software Tester,09/20,08/21,Software Engineer,01/17,02/19,Machine Learning Engineer,12/14,03/18
1016,Brown University,2.61,Bachelors,Providence,M,N/A,0,1.0,1,Hardware Engineer,01/19,05/21,Quantitative Analyst,09/18,10/21,Machine Learning Engineer,01/14,01/19
1017,State Providence College,3.82,Masters,Miami,N/A,0.0,0,N/A,1,Data Analyst,03/19,10/22,Software Tester,08/17,04/20,Data Scientist,07/15,02/17
1018,Harvard University,3.74,Bachelors,Boston,N/A,N/A,0,0.0,0,Machine Learning Engineer,09/19,12/21,Data Analyst,11/17,07/21,Software Engineer,04/14,07/18
1019,Columbia University,2.86,Bachelors,Boston,N/A,1.0,0,1.0,1,Machine Learning Engineer,01/19,01/21,Machine Learning Engineer,09/18,01/20,Data Analyst,03/16,08/19
1020,Providence University,1.88,PhD,New York,N/A,0.0,0,N/A,2,Software Tester,08/20,04/22,Machine Learning Engineer,01/17,08/21,Research Scientist,11/16,01/17
1021,Providence College,1.83,PhD,Providence,F,1.0,1,N/A,0,Machine Learning Engineer,03/20,02/21,Research Scientist,10/17,10/19,Data Scientist,09/14,07/19
1022,State Providence College,1.6,Bachelors,Los Angeles,N/A,N/A,0,N/A,3,Software Engineer,09/20,04/22,Quantitative Analyst,11/17,05/19,Machine Learning Engineer,02/15,01/19
1023,Bryant University,3.76,PhD,Miami,F,N/A,0,0.0,1,Software Engineer,12/19,08/23,Data Analyst,01/18,03/19,Software Engineer,01/14,02/18
1024,Providence School,3.42,PhD,Philadelphia,N/A,1.0,0,0.0,3,Software Engineer,02/19,10/23,Research Scientist,05/18,10/19,Machine Learning Engineer,12/15,12/18
1025,MIT,1.81,PhD,Washington,F,N/A,0,1.0,2,Machine Learning Engineer,09/19,10/22,Machine Learning Engineer,04/18,06/20,Data Scientist,02/14,07/18
1026,Providence College,1.16,Masters,Chicago,M,0.0,0,N/A,1,Software Tester,07/19,08/21,Machine Learning Engineer,06/18,02/21,Research Scientist,10/14,11/17
1027,Providence College,2.82,Bachelors,Chicago,M,0.0,1,1.0,1,Data Analyst,07/20,02/21,Hardware Engineer,05/18,12/20,Software Tester,03/14,11/17
1028,Providence University,2.71,PhD,San Francisco,F,0.0,0,1.0,3,Data Scientist,03/20,01/23,Data Analyst,02/17,11/19,Research Scientist,10/14,10/19
1029,Boston College,2.44,Masters,Providence,M,0.0,0,0.0,3,Software Tester,04/19,07/21,Software Engineer,10/17,11/20,Software Tester,02/14,10/19
1030,Brown University,1.73,PhD,Miami,N/A,1.0,0,1.0,2,Software Tester,08/20,01/23,Data Scientist,05/17,09/21,Quantitative Analyst,02/15,04/19
1031,MIT,1.12,Masters,Philadelphia,F,0.0,0,1.0,4,Quantitative Analyst,02/19,03/23,Research Scientist,01/17,06/19,Data Scientist,04/16,09/17
1032,State Providence College,3.11,PhD,Washington,F,N/A,0,0.0,1,Software Tester,08/20,03/23,Machine Learning Engineer,04/17,09/20,Research Scientist,10/15,02/17
1033,Providence College,1.17,Masters,Philadelphia,F,0.0,0,1.0,2,Machine Learning Engineer,06/19,01/21,Hardware Engineer,02/17,02/21,Research Scientist,11/15,03/19
1034,Providence School,3.68,Bachelors,Miami,M,0.0,1,1.0,2,Machine Learning Engineer,03/20,11/22,Research Scientist,06/17,06/19,Hardware Engineer,03/15,08/17
1035,Brown University,2.49,Masters,Chicago,F,1.0,0,1.0,0,Software Tester,10/19,11/23,Hardware Engineer,07/18,04/21,Research Scientist,10/14,06/17
1036,UC Berkeley,2.2,Masters,Washington,N/A,0.0,0,1.0,1,Data Analyst,06/20,09/21,Hardware Engineer,04/18,10/20,Software Engineer,12/14,07/17
1037,MIT,3.91,PhD,Los Angeles,M,0.0,0,1.0,0,Software Tester,04/20,12/21,Research Scientist,10/17,02/19,Machine Learning Engineer,09/16,11/19
1038,MIT,1.63,Masters,San Francisco,M,N/A,1,N/A,4,Hardware Engineer,01/19,06/22,Machine Learning Engineer,04/17,06/21,Hardware Engineer,02/14,10/17
1039,Providence School,2.07,Masters,Providence,N/A,1.0,0,1.0,2,Hardware Engineer,07/19,10/23,Research Scientist,01/17,03/21,Quantitative Analyst,05/14,10/17
1040,Brown University,1.27,PhD,Miami,F,1.0,0,N/A,2,Data Analyst,07/20,06/21,Machine Learning Engineer,05/18,07/19,Hardware Engineer,06/16,12/18
1041,Boston University,1.27,PhD,Washington,M,0.0,0,0.0,4,Software Engineer,10/19,04/23,Software Engineer,05/17,05/19,Machine Learning Engineer,08/16,07/18
1042,Columbia University,1.44,PhD,San Francisco,F,1.0,0,1.0,2,Machine Learning Engineer,03/20,11/23,Data Analyst,06/17,05/19,Quantitative Analyst,06/15,11/19
1043,Harvard University,1.24,PhD,Chicago,N/A,N/A,0,N/A,2,Research Scientist,07/19,11/21,Research Scientist,07/18,02/21,Software Tester,02/14,01/18
1044,Providence State University,2.95,PhD,Miami,F,0.0,0,0.0,3,Data Analyst,05/20,02/22,Quantitative Analyst,01/18,08/20,Quantitative Analyst,08/16,05/18
1045,Northeastern University,2.04,Bachelors,Philadelphia,M,1.0,0,1.0,1,Software Engineer,07/20,08/23,Hardware Engineer,06/18,10/21,Hardware Engineer,11/14,06/17
1046,Northeastern University,2.04,PhD,Philadelphia,F,N/A,0,0.0,0,Machine Learning Engineer,08/19,07/23,Software Engineer,03/17,04/19,Software Tester,10/14,02/19
1047,University of Rhode Island,3.71,PhD,Chicago,M,0.0,1,N/A,4,Hardware Engineer,02/20,04/21,Data Analyst,09/17,03/20,Research Scientist,03/16,09/18
1048,Boston College,2.36,PhD,Los Angeles,N/A,0.0,0,N/A,2,Data Scientist,09/19,02/23,Quantitative Analyst,08/17,08/19,Data Analyst,04/14,11/19
1049,Boston College,2.14,Bachelors,Chicago,M,1.0,0,1.0,3,Data Scientist,03/20,02/23,Software Engineer,05/17,08/21,Research Scientist,02/16,12/17
1050,Providence College,2.98,Masters,Los Angeles,F,N/A,0,1.0,0,Machine Learning Engineer,09/19,07/23,Hardware Engineer,06/18,11/20,Software Engineer,11/16,05/19
1051,UCSB,3.0,Masters,San Francisco,M,N/A,0,N/A,4,Software Tester,02/20,08/23,Software Tester,08/18,03/20,Hardware Engineer,02/16,02/19
1052,MIT,3.94,Bachelors,Washington,N/A,0.0,0,0.0,1,Software Tester,07/20,09/23,Data Analyst,07/17,06/20,Data Scientist,05/16,11/17
1053,UCLA,1.89,PhD,Chicago,N/A,N/A,0,0.0,1,Software Tester,06/20,05/22,Research Scientist,11/18,10/20,Hardware Engineer,06/15,07/18
1054,Providence School,3.7,PhD,Chicago,M,1.0,0,1.0,3,Research Scientist,08/20,03/21,Hardware Engineer,11/17,07/20,Quantitative Analyst,05/14,10/18
1055,Providence School,3.41,Masters,Los Angeles,N/A,N/A,0,1.0,3,Data Scientist,09/19,07/23,Software Tester,02/18,04/20,Research Scientist,03/14,11/18
1056,Boston University,2.07,Masters,Las Vegas,M,0.0,0,1.0,3,Research Scientist,07/20,04/22,Research Scientist,07/18,08/21,Hardware Engineer,01/16,05/17
1057,Brown University,3.56,PhD,Philadelphia,M,0.0,0,N/A,4,Hardware Engineer,11/20,04/21,Hardware Engineer,02/18,07/21,Quantitative Analyst,08/16,04/18
1058,Boston University,2.83,Masters,Los Angeles,N/A,N/A,1,0.0,0,Machine Learning Engineer,03/20,01/23,Software Engineer,07/18,04/21,Hardware Engineer,04/15,07/17
1059,Brown University,2.46,PhD,Providence,M,1.0,0,N/A,3,Machine Learning Engineer,08/20,06/23,Hardware Engineer,08/17,07/21,Data Analyst,04/16,07/19
1060,Providence College,2.4,PhD,Washington,N/A,N/A,0,1.0,4,Data Analyst,08/20,11/22,Quantitative Analyst,08/17,04/19,Software Tester,08/14,10/18
1061,Harvard University,1.44,Masters,San Francisco,F,1.0,0,N/A,3,Software Tester,09/20,03/21,Machine Learning Engineer,03/17,05/20,Software Tester,03/14,06/18
1062,Columbia University,3.99,PhD,Philadelphia,F,0.0,0,1.0,3,Software Engineer,07/19,12/22,Quantitative Analyst,11/17,12/20,Software Tester,05/15,05/17
1063,Providence College,3.77,Bachelors,Los Angeles,M,0.0,0,1.0,0,Data Analyst,09/20,06/22,Quantitative Analyst,05/18,01/19,Software Engineer,07/15,07/17
1064,UCLA,2.43,PhD,Miami,F,0.0,0,N/A,2,Research Scientist,01/19,07/23,Research Scientist,05/17,07/21,Quantitative Analyst,02/16,11/18
1065,Brown University,1.6,PhD,Washington,F,N/A,0,N/A,2,Research Scientist,10/19,05/22,Machine Learning Engineer,09/17,09/20,Quantitative Analyst,07/16,10/18
1066,Providence University,2.08,Masters,Philadelphia,F,1.0,0,1.0,4,Hardware Engineer,11/20,11/23,Data Scientist,07/17,01/19,Machine Learning Engineer,07/14,03/18
1067,MIT,3.63,Bachelors,Washington,F,1.0,0,N/A,4,Software Tester,01/19,01/23,Data Scientist,09/18,07/19,Software Tester,08/15,01/17
1068,State Providence College,1.25,Bachelors,Miami,M,0.0,0,1.0,3,Machine Learning Engineer,10/20,05/22,Data Scientist,04/17,08/19,Research Scientist,06/16,01/19
1069,Harvard University,2.6,Bachelors,Boston,N/A,0.0,0,1.0,1,Data Scientist,11/20,05/22,Software Tester,06/17,01/21,Software Tester,07/15,06/17
1070,Providence State University,3.57,PhD,Providence,F,0.0,0,0.0,3,Data Analyst,08/19,10/21,Hardware Engineer,09/18,08/19,Data Analyst,12/14,09/18
1071,Harvard University,1.29,PhD,Miami,F,1.0,0,N/A,1,Software Tester,05/19,05/22,Software Tester,02/17,08/19,Research Scientist,09/14,08/17
1072,Providence School,3.18,Bachelors,Boston,F,N/A,0,0.0,2,Software Engineer,03/20,05/22,Software Tester,09/18,01/21,Data Analyst,03/16,02/17
1073,Brown University,3.39,Masters,Boston,M,N/A,0,1.0,3,Research Scientist,10/19,07/23,Software Tester,12/16,03/20,Software Tester,12/13,10/17
1074,Providence State University,2.82,Masters,Washington,M,N/A,0,1.0,0,Data Scientist,04/19,03/22,Hardware Engineer,08/18,09/21,Quantitative Analyst,04/14,02/19
1075,University of Rhode Island,1.53,PhD,Las Vegas,N/A,1.0,0,1.0,4,Machine Learning Engineer,11/19,08/22,Machine Learning Engineer,03/17,10/20,Machine Learning Engineer,10/15,02/17
1076,Boston University,1.71,PhD,Providence,N/A,0.0,0,1.0,3,Hardware Engineer,09/19,02/21,Research Scientist,06/18,06/21,Software Tester,05/16,02/17
1077,Brown University,1.28,PhD,Philadelphia,M,N/A,0,N/A,0,Software Engineer,06/20,11/22,Hardware Engineer,02/18,04/20,Data Analyst,09/15,11/18
1078,Providence University,1.95,PhD,Boston,F,1.0,1,0.0,1,Software Engineer,06/19,11/22,Data Scientist,02/17,11/20,Quantitative Analyst,04/15,11/17
1079,Providence School,3.1,Bachelors,Philadelphia,N/A,N/A,0,1.0,4,Research Scientist,07/19,04/23,Software Tester,04/18,05/19,Data Scientist,01/16,04/18
1080,Providence University,3.06,Masters,Boston,M,N/A,0,0.0,3,Software Tester,02/20,11/22,Software Engineer,09/17,01/21,Data Scientist,06/15,04/19
1081,UCLA,1.78,Bachelors,Miami,N/A,1.0,0,0.0,1,Quantitative Analyst,05/20,01/21,Research Scientist,06/18,10/19,Data Analyst,08/15,08/17
1082,Columbia University,1.47,Bachelors,Los Angeles,F,1.0,0,0.0,3,Software Tester,01/19,12/21,Software Tester,08/17,05/20,Data Analyst,12/15,08/19
1083,Bryant University,2.8,PhD,Miami,F,0.0,0,N/A,3,Quantitative Analyst,12/18,10/22,Data Scientist,07/18,04/20,Data Analyst,10/15,06/18
1084,State Providence College,1.12,Bachelors,New York,M,1.0,0,0.0,1,Machine Learning Engineer,10/19,01/21,Quantitative Analyst,11/18,10/19,Machine Learning Engineer,06/14,09/18
1085,UCLA,3.46,PhD,Miami,M,1.0,0,N/A,3,Software Tester,02/19,09/22,Research Scientist,10/17,10/19,Research Scientist,05/15,03/18
1086,Columbia University,3.1,Masters,San Francisco,N/A,0.0,0,1.0,0,Software Engineer,08/19,04/22,Data Analyst,06/18,10/21,Software Tester,04/16,06/17
1087,University of Rhode Island,2.61,Masters,Las Vegas,M,1.0,0,N/A,3,Data Scientist,02/19,10/21,Research Scientist,08/17,07/21,Machine Learning Engineer,03/14,01/19
1088,Boston College,3.68,Masters,Philadelphia,N/A,N/A,0,0.0,3,Machine Learning Engineer,08/19,10/23,Data Scientist,07/17,12/20,Data Scientist,03/14,07/19
1089,Brown University,1.17,Bachelors,Providence,M,N/A,1,N/A,0,Software Engineer,02/19,04/21,Quantitative Analyst,10/17,10/21,Quantitative Analyst,06/15,12/17
1090,Providence School,3.8,PhD,Washington,N/A,0.0,0,N/A,4,Data Scientist,02/20,01/21,Hardware Engineer,11/18,08/21,Machine Learning Engineer,07/15,12/18
1091,UC Berkeley,1.21,Bachelors,Las Vegas,N/A,0.0,0,1.0,4,Machine Learning Engineer,07/20,08/22,Quantitative Analyst,10/18,03/19,Data Scientist,03/14,08/19
